0	7411
0	9171
0	7629
0	7402
0	8320
0	9623
0	3111
0	3025
0	8387
0	7794
1	3050
1	1542
1	7316
1	4970
1	2323
1	1485
1	8825
1	686
1	9755
1	6490
2	7421
2	2580
2	245
2	8656
2	1034
2	975
2	584
2	3116
2	3963
2	9824
3	492
3	7601
3	5345
3	7217
3	9682
3	3200
3	8505
3	3828
3	4819
3	8188
4	75
4	1392
4	7492
4	4557
4	6664
4	9031
4	1363
4	4161
4	5165
4	3762
5	8403
5	4735
5	487
5	1150
5	9226
5	1768
5	6560
5	1766
5	4766
5	6332
6	1094
6	276
6	8
6	3498
6	3436
6	857
6	7700
6	6151
6	6511
6	6877
7	1196
7	9277
7	3252
7	4420
7	5519
7	1427
7	5098
7	5449
7	248
7	6718
8	1933
8	2205
8	4036
8	1655
8	179
8	981
8	7617
8	7976
8	2911
8	9163
9	3086
9	7330
9	8337
9	3124
9	2145
9	6868
9	6287
9	1908
9	6469
9	6893
10	3487
10	7
10	4420
10	9711
10	4983
10	321
10	3452
10	3068
10	6459
10	9863
11	9452
11	1643
11	689
11	2397
11	3493
11	7234
11	4231
11	156
11	9999
11	5389
12	4854
12	6327
12	1202
12	1217
12	1476
12	3419
12	9547
12	3981
12	254
12	9851
13	6040
13	6089
13	7425
13	2084
13	9621
13	7925
13	9413
13	2223
13	6325
13	2995
14	2525
14	5092
14	3741
14	4087
14	3109
14	2596
14	9075
14	3220
14	6360
14	7905
15	9888
15	1286
15	6905
15	776
15	1701
15	1786
15	634
15	8394
15	4180
15	3906
16	6416
16	4210
16	6894
16	9772
16	8044
16	4807
16	8520
16	2874
16	1126
16	2070
17	3742
17	7852
17	9164
17	1214
17	4591
17	3479
17	3341
17	271
17	1133
17	4410
18	6740
18	7302
18	4080
18	990
18	763
18	2887
18	4619
18	6042
18	8699
18	9374
19	2155
19	1510
19	5933
19	2267
19	7378
19	5422
19	8551
19	9575
19	2299
19	9664
20	574
20	293
20	7779
20	5856
20	5108
20	549
20	348
20	9803
20	1226
20	7900
21	1102
21	5096
21	5224
21	2238
21	1186
21	1233
21	7423
21	8947
21	6025
21	728
22	2122
22	5597
22	5764
22	1391
22	7754
22	1272
22	6834
22	495
22	8190
22	9384
23	238
23	6264
23	6212
23	9546
23	203
23	9975
23	1183
23	1314
23	1485
23	1893
24	4214
24	6819
24	5409
24	6364
24	9518
24	7499
24	7217
24	7579
24	8867
24	1372
25	8498
25	8430
25	488
25	5082
25	9851
25	1437
25	7879
25	365
25	3771
25	1849
26	8146
26	7967
26	4191
26	185
26	6028
26	4932
26	2346
26	3318
26	8493
26	2778
27	5611
27	7240
27	8164
27	3956
27	5356
27	6631
27	4105
27	3252
27	7059
27	3281
28	3509
28	6298
28	3597
28	9553
28	5185
28	3438
28	2231
28	2204
