0	59294
0	73370
0	61033
0	59222
0	66563
0	76989
0	24890
0	24203
0	67096
0	62359
1	82559
1	80472
1	24402
1	12336
1	58535
1	39767
1	18585
1	11884
1	70607
1	90890
2	83158
2	5489
2	78045
2	51925
2	59374
2	85710
2	96851
2	80683
2	85206
2	20643
3	81674
3	1966
3	69255
3	8279
3	7805
3	4673
3	24930
3	31711
3	78593
3	3942
4	60808
4	42767
4	57741
4	77458
4	25601
4	68042
4	30624
4	83924
4	38555
4	65506
5	602
5	86828
5	11139
5	59943
5	85826
5	36459
5	53317
5	72255
5	10905
5	92774
6	33291
6	41324
6	99351
6	30102
6	67224
6	37885
6	3899
6	9204
6	73812
6	14146
7	52481
7	14129
7	38129
7	50661
7	8759
7	2213
7	89770
7	71
7	27984
7	27488
8	6858
8	61602
8	49212
8	92916
8	52091
8	55022
8	9573
8	74218
8	82503
8	26016
9	88461
9	35360
9	44157
9	11422
9	40790
9	43592
9	1985
9	53746
9	99357
9	15465
10	17641
10	32294
10	92670
10	13244
10	1435
10	7850
10	60940
10	63808
10	23288
10	89401
11	73307
11	24692
11	58644
11	66698
11	24993
11	95930
11	17166
11	54949
11	84373
11	50299
12	15270
12	51754
12	55149
12	27900
12	61
12	35362
12	77691
12	39864
12	2573
12	27618
13	24550
13	51678
13	78907
13	84126
13	75623
13	13150
13	5519
13	19183
13	27950
13	57873
14	33852
14	1255
14	79997
14	43116
14	38839
14	50616
14	9620
14	9736
14	11811
14	27359
15	76380
15	83438
15	31852
15	2032
15	78811
15	48322
15	48719
15	81546
15	59402
15	16675
16	76974
16	63402
16	75310
16	17791
16	50606
16	23963
16	82214
16	20202
16	40738
16	29934
17	80012
17	32702
17	95078
17	24877
17	20771
17	96917
17	82441
17	72604
17	25767
17	90043
18	50883
18	63244
18	79106
18	10288
18	55241
18	6213
18	13610
18	14293
18	5072
18	67155
19	33446
19	31248
19	96970
19	92350
19	51329
19	33683
19	55157
19	78180
19	64356
19	38461
20	68167
20	22994
20	94418
20	9014
20	16567
20	29936
20	62822
20	73317
20	85656
20	80723
21	80517
21	9717
21	36728
21	27839
21	26735
21	98170
21	2172
21	9064
21	35283
21	53926
22	58419
22	32645
22	7924
22	6107
22	23101
22	36957
22	48337
22	69599
22	74995
22	17246
23	12083
23	47467
23	18141
23	59027
23	43380
23	86105
23	96063
23	90599
23	68411
23	76603
24	18395
24	77316
24	4598
24	2345
24	62232
24	46854
24	91877
24	40868
24	4396
24	2786
25	78429
25	83385
25	9808
25	63207
25	8817
25	95747
25	40771
25	41799
25	17905
25	9493
26	9864
26	59387
26	71577
26	48205
26	96600
26	5828
26	96611
26	96619
26	92234
26	16979
27	44776
27	46115
27	11131
27	89803
27	62033
27	10180
27	54677
27	3967
27	65526
27	75079
28	1904
28	81914
28	86804
28	50113
28	49699
28	76372
28	1631
28	79805
28	9469
28	10512
29	11881
29	83808
29	15149
29	33712
29	54558
29	95447
29	43273
29	50913
29	96342
29	90984
30	76146
30	59998
30	57740
30	60636
30	70942
30	10981
30	67986
30	98331
30	67440
30	3904
31	40663
31	78811
31	11499
31	63039
31	2921
31	30175
31	91532
31	14796
31	65175
31	80544
32	86524
32	63739
32	33532
32	1482
32	48228
32	39456
32	18772
32	88884
32	80184
32	26551
33	67947
33	22230
33	98798
33	44895
33	86506
33	57924
33	65314
33	31651
33	42855
33	53052
34	87280
34	32846
34	26018
34	83122
34	56478
34	98910
34	26252
34	28074
34	50386
34	28780
35	76429
35	41482
35	27511
35	17848
35	17636
35	65072
35	45972
35	5317
35	93220
35	8406
36	36280
36	22168
36	14788
36	59067
36	61781
36	36066
36	28059
36	54261
36	50141
36	82016
37	68154
37	64733
37	88099
37	41336
37	93883
37	81890
37	59307
37	41988
37	9788
37	4126
38	36454
38	79633
38	5437
38	88900
38	92881
38	36840
38	74787
38	46427
38	40505
38	85103
39	73929
39	2505
39	84015
39	17810
39	53108
39	59615
39	24892
39	3240
39	34919
39	31117
40	18464
40	6152
40	82467
40	15113
40	58521
40	14289
40	82570
40	70174
40	85857
40	83875
41	48324
41	10219
41	89717
41	25958
41	26128
41	62277
41	33559
41	23420
41	93614
41	1411
42	98966
42	61892
42	70103
42	93607
42	4741
42	23474
42	29682
42	35698
42	45316
42	70738
43	91398
43	68212
43	65590
43	80536
43	99117
43	20865
43	51578
43	91722
43	29350
43	11430
44	53802
44	94683
44	50852
44	17027
44	59048
44	59445
44	25805
44	81991
44	881
44	49388
45	72091
45	74555
45	85547
45	65883
45	44970
45	60779
45	42790
45	85370
45	26855
45	12971
46	94625
